operation,solution
floor(5756355/58)+137,99384
(7262*9876)+(5254*658),75176644
224+(45*23)-(10800/75),1115
1196544/384+17,3133
3939*(17+577),2339766
3251*3317-1497,10782070
7877*171-6074,1340893
2617848/618+6,4242
((4471*4196)-(736+86))/83,226018
floor(5752754/420)+37,13734
2408061/579+26,4185
sqrt(82591744),9088
floor(3799192/359)+287,10869
8404+(655*143)-(37185/37),101064
(1691*827)+(9598*919),10219019
(8551+79)*643,5549090
floor(3288007/731)+32,4529
nth_prime(1080)*32+prime_count(4558),278281
isqrt(5163216),2272
(89*525556)+(267*839446)+(3868*30),271022606
1372+(3260*94)-(5135/5),306785
"P(9,3)",504
fib(23)*34,974338
16!/(9!*7!),11440
(6847+(3885*7096))*(6008-5059)+73,26168491916
fib(28)*20,6356220
(4868+968)*928,5415808
"gcd(462,709)*lcm(462,709)",327558
(9813*4063)-(6446*24),39715515
(6865+(60*258325))*(3313-881),37711479680
"perm(9,4)",3024
floor(6997079/753)+119,9411
phi(1675),1320
"comb(21,8)",203490
"C(15,7)+fib(23)",35092
phi(1279),1278
fib(27)*2,392836
digit_sum(193685797)^2+digit_sum(193685797),3080
((2927-2079)*96)/4,20352
(38982*74)/73,39516
(6204*141)+(8038*192),2418060
"C(24,3)+P(24,2)",2576
(46746*27)/53,23814
21*(7989+68),169197
(26629*77)+(991184*76),77380417
(2826+71)*(1797-988),2343673
(6396*916)+(5989*36),6074340
fib(19),4181
8!*13+8254,532414
((9957+6610)*8)-85061,47475
13!/(9!*4!),715
(25*48)+(98*5),1690
nth_prime(436)*44+prime_count(2050),134113
(((329*80)+(7381*3854))/93)-8131,298027
nth_prime(1015),8081
abs(1599-9425)*3+floor(1599/3),24011
5926*4687+5,27775167
(3830*341)+(2602*29),1381488
169*131,22139
(4048*901877)-(92*72),3650791472
7293*80+10,583450
(1661*4)+(7997*2920),23357884
(9231+28)*(4492-3586),8388654
phi(1832),912
phi(585),288
isqrt(635897),797
(6648*95)+(7017*71),1129767
digit_product(6565586),216000
"lcm(396,376)+gcd(396,376)",37228
((46*9283)-(2885+7022))/3,139037
(658596*9720)+(65*841595),6456256795
1497680/386+25,3905
(6256+360)*(984-220),5054624
(4611*83)/159,2407
4186+(70*8029)-(123096/92),564878
((7795+7669)*17)+(2809*45),389293
((1611+35)*9657)+(6110*6416),55097182
"C(18,4)+18",3078
8^9+3^5,134217971
nth_prime(84)*99+prime_count(1088),43048
((6727+8839)*8470)+(92*4978),132301996
abs(1218-4290)*32+floor(1218/7),98478
31430/35+3,901
phi(2851),2850
(189974*56)+(3096*5546),27808960
((6744+19)*9452)+(307164*83),89418488
(25^11)%865,130
digit_sum(6^11)*phi(111),3240
438+(26*4290)-(35768/8),107507
digit_product(9864468735),34836480
5512*6351+23,35006735
(2648*81)+(352146*5699)+(88*6415),2007659062
prime_count(9391),1161
abs(2836-151)*25+floor(2836/15),67314
phi(1027),936
((2041-1780)*60)/5,3132
"max(8178,49747,33510)-min(8178,47773)+50",41619
((173+5940)*165714)-39468,1012970214
digit_sum(8^10)*phi(180),1776
((3328+6544)*6997)+(9322*605407),5712678438
(1653+198)*743,1375293
(((5479*5773)+(26*633))/5)-5519,6323826
floor(6142432/571)+336,11093
"lcm(181,52)",9412
((4545+(6871*26))*(2638-826))-97751,331844341
6084*75-9977,446323
12!*19+1883,9101032283
(2453+71)*2696,6804704
(9799*2415)+(541*760),24075745
((8908+83)*4)+(36*230645),8339184
((5357+60)*1728)+(373053*1175),447697851
(3397+958)*189,823095
"lcm(64,256)",256
1679637/827+46,2077
"comb(12,6)",924
6^9+7^5,10094503
3883+(22846*18)-(7066/2),411578
6598+(5546*60)-(19314/29),338692
fib(29)+digit_sum(fib(29)),514252
"gcd(6630,11505,26325)",195
nth_prime(1416),11813
fib(14)+428,805
fib(28)+210,318021
(3853*76)/4,73207
((292521*4445)-(4934+68))/193,6737051
(((4684*9996)+(521125*388605))/63)-1351,3215214552
isqrt(2385799),1544
sigma(2918)+phi(2918),5838
((7312+8512)*608748)+(32*1017),9632860896
nth_prime(1739),14843
(6181*477)+(795*997),3740952
((748771-602019)*246)/96,376052
451+(6299*288047)-(35080/8),1814404119
(3502*489184)-(2968*29),1713036296
prime_count(41396),4331
520375*((49+964)*43)-2562,22667012063
(4334*1972)-(1591*60),8451188
"lcm(391,106,134)",2776882
10^10+7^6,10000117649
fib(12)+871,1015
isqrt(1241200),1114
abs(1927-6385)*3+floor(1927/17),13487
"gcd(5544,3906)",126
((8760*2192)+42)/173,110994
(((1378*2696)+(32*6318))/8)-7902,481756
((8351+445)*727)+(1673*571),7349975
fib(21)-372,10574
"C(18,7)+175",31999
((7981+(8265*99))*(9159-2134))-34688,5804132712
prime_count(18532),2122
"C(34,7)*19",102212704
sigma(4300),9548
((1124+845)*522)+(8278*518),5315822
((72*11923)+8493)/89,9741
fib(19)+250,4431
14*6435-7127,82963
nth_prime(133)*38+prime_count(3172),28987
(56*1816)-(10*4022),61476
abs(411-2440)*41+floor(411/13),83220
((1882-212)*32)/4,13360
"C(27,5)-168",80562
sigma(1169),1344
7633+531*777,420220
reverse_digits(6857)+isqrt(47019502),14443
(2690*9149)+(8494*764),31100226
((4966+2632)*9354)-76090,70995602
((7298+367)*427)+(9318*251),5611773
"gcd(31144,8432)",136
"comb(35,9)",70607460
307864/116+77,2731
8!,40320
(9690*30)/19,15300
9101*6503,59183803
"gcd(44585,15910)",185
(3498+(44*467561))*(2331-1598),15082341406
abs(1311-3707)*47+floor(1311/4),112939
reverse_digits(4130)+isqrt(17058159),4444
"max(79112,63550,5110)-min(79112,32330)+18",46800
(8040+426)*387,3276342
nth_prime(180)*34+prime_count(1908),36638
abs(4309-999)*8+floor(4309/11),26871
3300*((75+2176)*80)-44745,594219255
((416+4)*7543)-76262,3091798
((5215+31)*215)+(7*7238),1178556
sqrt(236083225),15365
"C(18,6)*18",334152
sigma(2329),2484
((4321+9832)*65)+(69*7678),1449727
(7364*35)/20,12887
(44*4289)+(9384*2440)+(83*40),23088996
reverse_digits(825255516872),278615552528
((8120*79)-(3330+2237))/3,211971
1101+(6158*95)-(13080/3),581751
99*78+62,7784
sigma(3994)+phi(3994),7990
sigma(2667)+phi(2667),5608
(79*836076)+(558914*67)+(7*16),103497354
digit_sum(9^6)*phi(32),288
(((68*32)+(28*507445))/4)-7075,3545584
(3230+(6990*82))*(9995-2175),4507526200
(4844*51)+(8*469),250796
digit_sum(3^10)*phi(132),1080
100144/22+784,5336
fib(19)+digit_sum(fib(19)),4195
"C(16,7)-245",11195
isqrt(3866590),1966
10^7+3^7,10002187
(12*41)+(6241*78)+(33*77),489831
sqrt(806404),898
(2682+(297*755))*(422-147),62402175
phi(2383),2382
"C(27,4)+98",17648
fib(25)+digit_sum(fib(25)),75044
phi(2123)*sigma(2981),6266880
digit_product(122825),320
(4896+58)*(4603-2722),9318474
"C(12,3)",220
((314+(1775*86))*(856-152))-42602,107644054
3015*(23+2240),6822945
phi(1105)*sigma(2729),2096640
3482+(46*9226)-(7722/66),427761
"gcd(387,659)*lcm(387,659)",255033
(8573+77)*(7075-209),59390900
((4943-289)*493)/34,67483
"gcd(3240,11988)",324
9256*((4160+2199)*7835)-52189,461159460651
4984+(9259*71)-(56812/28),660344
(4390+(3*88))*(2505-2145),1675440
reverse_digits(978845995805),508599548879
fib(18)+digit_sum(fib(18)),2603
6*1399-270,8124
prime_count(14924),1747
phi(1219)*sigma(2526),5793216
(3574*884)+(4044*3926)+(1735*76),19168020
(((22*3837)+(4436*524282))/2)-3518,1162896165
"C(14,3)+fib(19)",4545
15!/(3!*12!),455
prime_count(6710),866
(5517+(8832*2427))*(148-122),557460306
(4989+84)*9078,46052694
isqrt(6529762),2555
"gcd(9024,52416)",192
phi(4233),2624
(918*193)/153,1158
phi(1150)*sigma(1836),2217600
"perm(17,4)",57120
digit_sum(375452963)^2+digit_sum(375452963),1980
phi(2727)*sigma(771),1857600
1988+(6640*58)-(69510/42),385453
(643631*5702)+(6213*5231)+(75764*97),3709833273
1067*154,164318
(743326*55)-(942*55),40831120
16!/(6!*10!),8008
((2307+729)*386)-483,1171413
((5189+4118)*4077)-8974,37935665
reverse_digits(8114)+isqrt(65837077),12232
(42^6)%417,279
(3669*82)/123,2446
(1670*79)/158,835
(7350*54)/20,19845
(8714*83)/2,361631
abs(6816-9687)*42+floor(6816/12),121150
"C(15,3)+266",721
(6097+64)*604183,3722371463
(4080*3)+(6488*1191)+(3763*43),7901257
nth_prime(1126)*61+prime_count(424),552681
(4709+46)*(9786-148),45828690
(2685+(6292*63))*(1513-594),366755439
286260/390+2,736
digit_sum(175804120)^2+digit_sum(175804120),812
6^8+5^8,2070241
phi(1707)*sigma(2796),7443072
"lcm(225,77,80)",277200
(1895*6916)+(54*44)+(6403*57),13473167
(3935+55)*(1441-161),5107200
abs(2312-3306)*26+floor(2312/17),25980
"C(17,5)*11",68068
"gcd(66,97)*lcm(66,97)",6402
"C(23,5)+151",33800
digit_sum(5^12)*phi(126),1008
((3415+9374)*20)+(73*6497),730061
fib(30)*11,9152440
9478*((35+9068)*886905)-45607,76520597080163
((252132*4073)-(4808+1077))/137,7495823
(241+(2953*7321))*(6061-5839)+56,4799452244
(16^11)%477,418
81*(5+48),4293
(2190+91)*99,225819
(1839+(32*19))*(9866-5374)+64,10991988
"lcm(337,271)",91327
((5694+531)*719)+(6559*111),5203824
(4540*6913)+(324792*19),37556068
185796*48-2821,8915387
"C(15,4)+sqrt(81)-fact(4)",1350
"floor(1000/7)+gcd(48,18)*lcm(4,6)",214
digit_sum(2^10)*phi(97),672
"fib(12)+perm(10,3)-sigma(30)",792
"gcd(1987,4218)*lcm(1987,4218)+prime_count(1000)",8381334
"C(22,6)+fib(18)",77197
nth_prime(200)*73+prime_count(5000),89948
"gcd(1024,7680)*lcm(1024,7680)+sigma(60)",7864488
"fact(8)+pow(3,5)-digit_product(1234)",40539
"max(12345, 67890)",67890
"min(33,29)",29
30/1,30
29/2,14.5
"C(30,0)",1
"C(30,1)",30
"C(30,2)",435
21,21
fact(7),5040
reverse_digits(12345),54321
"gcd(comb(30,10), perm(20,5))",45
phi(12345)*sigma(6789),62287872
reverse_digits(12345)+digit_product(9876),57345
fib(0),0
fib(1),1
fib(2),1
fib(3),2
fib(4),3
fib(5),5
fib(6),8
fib(7),13
fib(8),21
fib(9),34
fib(10),55
fib(11),89
